0 annotation: 67
1 annotation: 66
2 annotation: 64
3 annotation: 62
4 annotation: 62
5 annotation: 64
6 annotation: 64
7 annotation: 63
8 annotation: 62
9 annotation: 62
10 annotation: 61
11 annotation: 61
12 annotation: 62
13 annotation: 62
14 annotation: 63
15 annotation: 62
16 annotation: 63
17 annotation: 62
18 annotation: 62
19 annotation: 62
20 annotation: 63
21 annotation: 62
22 annotation: 61
23 annotation: 62
24 annotation: 62
  Annotated, PSIPP,   1,   0,   0,   133.717,   133.717,         0
  Annotated, PSIPP,  34,   0,  17,   309.175,  6267.764,         5
Unannotated, PSIPP,  34,   0,  17,   309.175,  6267.764,     11976
  Annotated, PSIPP,  34,   0,  18,   283.800,  5541.609,         4
Unannotated, PSIPP,  34,   0,  18,   283.800,  5541.609,     11260
  Annotated, PSIPP,  34,   0,  19,   294.701,  6111.874,         5
Unannotated, PSIPP,  34,   0,  19,   294.701,  6111.874,     12634
  Annotated, PSIPP,  34,   0,  22,   322.781,  4424.285,         3
Unannotated, PSIPP,  34,   0,  22,   322.781,  4424.285,      9242
  Annotated, PSIPP,  34,   0,  23,   297.294,  6322.977,         5
Unannotated, PSIPP,  34,   0,  23,   297.294,  6322.977,     11822
  Annotated, PSIPP,  35,   0,   0,   316.917,  6284.800,         5
Unannotated, PSIPP,  35,   0,   0,   316.917,  6284.800,     12484
  Annotated, PSIPP,  35,   0,   2,   296.808,  5317.092,         4
Unannotated,  CCBS,  35,   0,   2,   283.817,  5088.757,     27962
Unannotated, PSIPP,  35,   0,   2,   296.808,  5317.092,      9995
  Annotated, PSIPP,  35,   0,   3,   297.026,  4733.694,         3
Unannotated, PSIPP,  35,   0,   3,   297.026,  4733.694,      9591
  Annotated, PSIPP,  35,   0,   4,   309.013,  5451.218,         4
Unannotated, PSIPP,  35,   0,   4,   309.013,  5451.218,     10046
  Annotated, PSIPP,  35,   0,   5,   305.418,  4864.827,         3
Unannotated, PSIPP,  35,   0,   5,   305.418,  4864.827,     10245
  Annotated, PSIPP,  35,   0,   6,   304.726,  5111.630,         4
Unannotated, PSIPP,  35,   0,   6,   304.726,  5111.630,      9932
  Annotated, PSIPP,  35,   0,   7,   313.078,  5821.305,         5
Unannotated, PSIPP,  35,   0,   7,   313.078,  5821.305,     11854
  Annotated, PSIPP,  35,   0,   9,   305.905,  5556.067,         4
Unannotated, PSIPP,  35,   0,   9,   305.905,  5556.067,     10732
  Annotated, PSIPP,  35,   0,  11,   267.133,  5092.001,         4
Unannotated, PSIPP,  35,   0,  11,   267.133,  5092.001,      9923
  Annotated, PSIPP,  35,   0,  12,   326.847,  6680.463,         5
Unannotated, PSIPP,  35,   0,  12,   326.847,  6680.463,     13069
  Annotated, PSIPP,  35,   0,  13,   315.636,  6369.561,         5
Unannotated, PSIPP,  35,   0,  13,   315.636,  6369.561,     12320
  Annotated, PSIPP,  35,   0,  15,   285.131,  5679.672,         4
Unannotated, PSIPP,  35,   0,  15,   285.131,  5679.672,     12111
  Annotated, PSIPP,  35,   0,  16,   250.583,  5775.547,         5
Unannotated, PSIPP,  35,   0,  16,   250.583,  5775.547,     11250
  Annotated, PSIPP,  35,   0,  17,   309.175,  6575.613,         5
Unannotated, PSIPP,  35,   0,  17,   309.175,  6575.613,     12187
  Annotated, PSIPP,  35,   0,  18,   283.800,  5609.030,         5
Unannotated, PSIPP,  35,   0,  18,   283.800,  5609.030,     11971
  Annotated, PSIPP,  35,   0,  19,   294.701,  6301.109,         5
Unannotated, PSIPP,  35,   0,  19,   294.701,  6301.109,     12828
  Annotated, PSIPP,  35,   0,  22,   322.781,  4629.698,         3
Unannotated, PSIPP,  35,   0,  22,   322.781,  4629.698,      9387
  Annotated, PSIPP,  35,   0,  23,   297.294,  6450.864,         5
Unannotated, PSIPP,  35,   0,  23,   297.294,  6450.864,     12274
  Annotated, PSIPP,  36,   0,   0,   316.917,  6337.533,         5
Unannotated, PSIPP,  36,   0,   0,   316.917,  6337.533,     12453
  Annotated, PSIPP,  36,   0,   2,   296.808,  5484.009,         4
Unannotated, PSIPP,  36,   0,   2,   296.808,  5484.009,     10495
  Annotated, PSIPP,  36,   0,   3,   297.026,  4958.645,         3
Unannotated, PSIPP,  36,   0,   3,   297.026,  4958.645,      9779
  Annotated, PSIPP,  36,   0,   4,   309.013,  5676.467,         4
Unannotated, PSIPP,  36,   0,   4,   309.013,  5676.467,     10569
  Annotated, PSIPP,  36,   0,   5,   305.418,  5035.295,         3
Unannotated, PSIPP,  36,   0,   5,   305.418,  5035.295,     10424
  Annotated, PSIPP,  36,   0,   6,   304.726,  5352.733,         4
Unannotated, PSIPP,  36,   0,   6,   304.726,  5352.733,      9980
  Annotated, PSIPP,  36,   0,   7,   313.078,  6068.855,         5
Unannotated, PSIPP,  36,   0,   7,   313.078,  6068.855,     12013
  Annotated, PSIPP,  36,   0,   9,   305.905,  5567.086,         4
Unannotated, PSIPP,  36,   0,   9,   305.905,  5567.086,     11232
  Annotated, PSIPP,  36,   0,  11,   267.133,  5260.226,         4
Unannotated, PSIPP,  36,   0,  11,   267.133,  5260.226,     10345
  Annotated, PSIPP,  36,   0,  12,   326.847,  6770.570,         6
Unannotated, PSIPP,  36,   0,  12,   326.847,  6770.570,     13224
  Annotated, PSIPP,  36,   0,  13,   315.636,  6648.701,         5
Unannotated, PSIPP,  36,   0,  13,   315.636,  6648.701,     12891
  Annotated, PSIPP,  36,   0,  15,   285.131,  5865.749,         5
Unannotated, PSIPP,  36,   0,  15,   285.131,  5865.749,     12478
  Annotated, PSIPP,  36,   0,  16,   250.583,  6014.552,         5
Unannotated, PSIPP,  36,   0,  16,   250.583,  6014.552,     11399
  Annotated, PSIPP,  36,   0,  17,   309.175,  6846.069,         5
Unannotated, PSIPP,  36,   0,  17,   309.175,  6846.069,     12816
  Annotated, PSIPP,  36,   0,  18,   283.800,  5739.197,         5
Unannotated, PSIPP,  36,   0,  18,   283.800,  5739.197,     12153
  Annotated, PSIPP,  36,   0,  19,   294.701,  6370.061,         5
Unannotated, PSIPP,  36,   0,  19,   294.701,  6370.061,     13281
  Annotated, PSIPP,  36,   0,  22,   322.781,  4880.969,         3
Unannotated, PSIPP,  36,   0,  22,   322.781,  4880.969,      9885
  Annotated, PSIPP,  36,   0,  23,   297.294,  6591.116,         5
Unannotated, PSIPP,  36,   0,  23,   297.294,  6591.116,     12603
  Annotated, PSIPP,  37,   0,   0,   316.917,  6550.481,         5
Unannotated, PSIPP,  37,   0,   0,   316.917,  6550.481,     12677
  Annotated, PSIPP,  37,   0,   2,   296.808,  5779.627,         4
Unannotated, PSIPP,  37,   0,   2,   296.808,  5779.627,     10823
  Annotated, PSIPP,  37,   0,   3,   297.026,  5160.041,         3
Unannotated, PSIPP,  37,   0,   3,   297.026,  5160.041,     10122
  Annotated, PSIPP,  37,   0,   4,   309.013,  5825.099,         4
Unannotated, PSIPP,  37,   0,   4,   309.013,  5825.099,     10914
  Annotated, PSIPP,  37,   0,   5,   305.418,  5162.518,         4
Unannotated, PSIPP,  37,   0,   5,   305.418,  5162.518,     10792
  Annotated, PSIPP,  37,   0,   6,   304.726,  5522.378,         4
Unannotated, PSIPP,  37,   0,   6,   304.726,  5522.378,     10697
  Annotated, PSIPP,  37,   0,   7,   313.078,  6203.387,         5
Unannotated, PSIPP,  37,   0,   7,   313.078,  6203.387,     12486
  Annotated, PSIPP,  37,   0,   9,   305.905,  5801.984,         4
Unannotated, PSIPP,  37,   0,   9,   305.905,  5801.984,     11151
  Annotated, PSIPP,  37,   0,  11,   267.133,  5422.701,         4
Unannotated, PSIPP,  37,   0,  11,   267.133,  5422.701,     10722
  Annotated, PSIPP,  37,   0,  12,   326.847,  6918.441,         6
Unannotated, PSIPP,  37,   0,  12,   326.847,  6918.441,     13398
  Annotated, PSIPP,  37,   0,  13,   315.636,  6742.556,         5
Unannotated, PSIPP,  37,   0,  13,   315.636,  6742.556,     12935
  Annotated, PSIPP,  37,   0,  15,   285.131,  5996.796,         5
Unannotated, PSIPP,  37,   0,  15,   285.131,  5996.796,     12545
  Annotated, PSIPP,  37,   0,  16,   250.583,  6118.994,         5
Unannotated, PSIPP,  37,   0,  16,   250.583,  6118.994,     11850
  Annotated, PSIPP,  37,   0,  17,   309.175,  7127.266,         6
Unannotated, PSIPP,  37,   0,  17,   309.175,  7127.266,     12947
  Annotated, PSIPP,  37,   0,  18,   283.800,  5886.820,         5
Unannotated, PSIPP,  37,   0,  18,   283.800,  5886.820,     12341
  Annotated, PSIPP,  37,   0,  19,   294.701,  6516.933,         5
Unannotated, PSIPP,  37,   0,  19,   294.701,  6516.933,     13431
  Annotated, PSIPP,  37,   0,  22,   322.781,  5055.588,         3
Unannotated, PSIPP,  37,   0,  22,   322.781,  5055.588,     10380
  Annotated, PSIPP,  37,   0,  23,   297.294,  6847.684,         6
Unannotated, PSIPP,  37,   0,  23,   297.294,  6847.684,     12864
  Annotated, PSIPP,  38,   0,   0,   316.917,  6553.513,         5
Unannotated, PSIPP,  38,   0,   0,   316.917,  6553.513,     13092
  Annotated, PSIPP,  38,   0,   2,   296.808,  5967.805,         4
Unannotated, PSIPP,  38,   0,   2,   296.808,  5967.805,     11551
  Annotated, PSIPP,  38,   0,   3,   297.026,  5358.676,         4
Unannotated, PSIPP,  38,   0,   3,   297.026,  5358.676,     10520
  Annotated, PSIPP,  38,   0,   4,   309.013,  6014.009,         4
Unannotated, PSIPP,  38,   0,   4,   309.013,  6014.009,     11212
  Annotated, PSIPP,  38,   0,   5,   305.418,  5233.479,         4
Unannotated, PSIPP,  38,   0,   5,   305.418,  5233.479,     11192
  Annotated, PSIPP,  38,   0,   6,   304.726,  5604.102,         4
Unannotated, PSIPP,  38,   0,   6,   304.726,  5604.102,     10961
  Annotated, PSIPP,  38,   0,   7,   313.078,  6338.889,         5
Unannotated, PSIPP,  38,   0,   7,   313.078,  6338.889,     12745
  Annotated, PSIPP,  38,   0,   9,   305.905,  6066.662,         5
Unannotated, PSIPP,  38,   0,   9,   305.905,  6066.662,     11653
  Annotated, PSIPP,  38,   0,  11,   267.133,  5547.315,         4
Unannotated, PSIPP,  38,   0,  11,   267.133,  5547.315,     11143
  Annotated, PSIPP,  38,   0,  12,   326.847,  7094.188,         6
Unannotated, PSIPP,  38,   0,  12,   326.847,  7094.188,     13748
  Annotated, PSIPP,  38,   0,  13,   315.636,  6844.929,         5
Unannotated, PSIPP,  38,   0,  13,   315.636,  6844.929,     13170
  Annotated, PSIPP,  38,   0,  15,   285.131,  6148.687,         5
Unannotated, PSIPP,  38,   0,  15,   285.131,  6148.687,     12814
  Annotated, PSIPP,  38,   0,  16,   250.583,  6253.516,         5
Unannotated, PSIPP,  38,   0,  16,   250.583,  6253.516,     12089
  Annotated, PSIPP,  38,   0,  17,   309.175,  7311.858,         6
Unannotated, PSIPP,  38,   0,  17,   309.175,  7311.858,     13458
  Annotated, PSIPP,  38,   0,  18,   283.800,  6013.141,         5
Unannotated, PSIPP,  38,   0,  18,   283.800,  6013.141,     12741
  Annotated, PSIPP,  38,   0,  19,   294.701,  6589.661,         5
Unannotated, PSIPP,  38,   0,  19,   294.701,  6589.661,     13823
  Annotated, PSIPP,  38,   0,  22,   322.781,  5152.847,         4
Unannotated, PSIPP,  38,   0,  22,   322.781,  5152.847,     10685
  Annotated, PSIPP,  38,   0,  23,   297.294,  6959.481,         6
Unannotated, PSIPP,  38,   0,  23,   297.294,  6959.481,     13392
  Annotated, PSIPP,  39,   0,   0,   316.917,  6774.350,         6
Unannotated, PSIPP,  39,   0,   0,   316.917,  6774.350,     13080
  Annotated, PSIPP,  39,   0,   2,   296.808,  5979.389,         4
Unannotated, PSIPP,  39,   0,   2,   296.808,  5979.389,     11862
  Annotated, PSIPP,  39,   0,   3,   297.026,  5498.535,         4
Unannotated, PSIPP,  39,   0,   3,   297.026,  5498.535,     10966
  Annotated, PSIPP,  39,   0,   4,   309.013,  6226.631,         4
Unannotated, PSIPP,  39,   0,   4,   309.013,  6226.631,     11622
  Annotated, PSIPP,  39,   0,   5,   305.418,  5330.547,         4
Unannotated, PSIPP,  39,   0,   5,   305.418,  5330.547,     11274
  Annotated, PSIPP,  39,   0,   6,   304.726,  5884.600,         5
Unannotated, PSIPP,  39,   0,   6,   304.726,  5884.600,     11087
  Annotated, PSIPP,  39,   0,   7,   313.078,  6407.905,         5
Unannotated, PSIPP,  39,   0,   7,   313.078,  6407.905,     13102
  Annotated, PSIPP,  39,   0,   9,   305.905,  6339.156,         5
Unannotated, PSIPP,  39,   0,   9,   305.905,  6339.156,     12079
  Annotated, PSIPP,  39,   0,  11,   267.133,  5668.139,         4
Unannotated, PSIPP,  39,   0,  11,   267.133,  5668.139,     11371
  Annotated, PSIPP,  39,   0,  12,   326.847,  7208.767,         6
Unannotated, PSIPP,  39,   0,  12,   326.847,  7208.767,     13970
  Annotated, PSIPP,  39,   0,  13,   315.636,  7103.350,         6
Unannotated, PSIPP,  39,   0,  13,   315.636,  7103.350,     13364
  Annotated, PSIPP,  39,   0,  15,   285.131,  6254.117,         5
Unannotated, PSIPP,  39,   0,  15,   285.131,  6254.117,     12993
  Annotated, PSIPP,  39,   0,  16,   250.583,  6403.351,         5
Unannotated, PSIPP,  39,   0,  16,   250.583,  6403.351,     12267
  Annotated, PSIPP,  39,   0,  17,   309.175,  7512.451,         6
Unannotated, PSIPP,  39,   0,  17,   309.175,  7512.451,     13923
  Annotated, PSIPP,  39,   0,  18,   283.800,  6142.715,         5
Unannotated, PSIPP,  39,   0,  18,   283.800,  6142.715,     13151
  Annotated, PSIPP,  39,   0,  19,   294.701,  6847.541,         6
Unannotated, PSIPP,  39,   0,  19,   294.701,  6847.541,     14094
  Annotated, PSIPP,  39,   0,  22,   322.781,  5291.059,         4
Unannotated, PSIPP,  39,   0,  22,   322.781,  5291.059,     11006
  Annotated, PSIPP,  39,   0,  23,   297.294,  7172.169,         6
Unannotated, PSIPP,  39,   0,  23,   297.294,  7172.169,     13758
  Annotated, PSIPP,  40,   0,   0,   316.917,  6846.230,         6
Unannotated, PSIPP,  40,   0,   0,   316.917,  6846.230,     13286
  Annotated, PSIPP,  40,   0,   2,   303.412,  6282.800,         5
Unannotated, PSIPP,  40,   0,   2,   303.412,  6282.800,     11933
  Annotated, PSIPP,  40,   0,   3,   297.026,  5651.324,         4
Unannotated, PSIPP,  40,   0,   3,   297.026,  5651.324,     11132
  Annotated, PSIPP,  40,   0,   4,   309.013,  6478.725,         5
Unannotated, PSIPP,  40,   0,   4,   309.013,  6478.725,     12040
  Annotated, PSIPP,  40,   0,   5,   305.418,  5410.096,         4
Unannotated, PSIPP,  40,   0,   5,   305.418,  5410.096,     11403
  Annotated, PSIPP,  40,   0,   6,   304.726,  6170.312,         5
Unannotated, PSIPP,  40,   0,   6,   304.726,  6170.312,     11303
  Annotated, PSIPP,  40,   0,   7,   313.078,  6692.202,         5
Unannotated, PSIPP,  40,   0,   7,   313.078,  6692.202,     13323
  Annotated, PSIPP,  40,   0,   9,   305.905,  6524.947,         5
Unannotated, PSIPP,  40,   0,   9,   305.905,  6524.947,     12705
  Annotated, PSIPP,  40,   0,  11,   267.133,  5757.893,         4
Unannotated, PSIPP,  40,   0,  11,   267.133,  5757.893,     11742
  Annotated, PSIPP,  40,   0,  12,   326.847,  7434.685,         6
Unannotated, PSIPP,  40,   0,  12,   326.847,  7434.685,     14205
  Annotated, PSIPP,  40,   0,  13,   315.636,  7392.223,         6
Unannotated, PSIPP,  40,   0,  13,   315.636,  7392.223,     13935
  Annotated, PSIPP,  40,   0,  15,   285.131,  6423.366,         5
Unannotated, PSIPP,  40,   0,  15,   285.131,  6423.366,     13159
  Annotated, PSIPP,  40,   0,  16,   250.583,  6635.202,         6
Unannotated, PSIPP,  40,   0,  16,   250.583,  6635.202,     12605
  Annotated, PSIPP,  40,   0,  17,   309.175,  7587.629,         6
Unannotated, PSIPP,  40,   0,  17,   309.175,  7587.629,     14026
  Annotated, PSIPP,  40,   0,  18,   283.800,  6380.448,         5
Unannotated, PSIPP,  40,   0,  18,   283.800,  6380.448,     13278
  Annotated, PSIPP,  40,   0,  19,   294.701,  7061.975,         6
Unannotated, PSIPP,  40,   0,  19,   294.701,  7061.975,     14574
  Annotated, PSIPP,  40,   0,  22,   322.781,  5374.244,         4
Unannotated, PSIPP,  40,   0,  22,   322.781,  5374.244,     11340
  Annotated, PSIPP,  40,   0,  23,   297.294,  7356.113,         7
Unannotated, PSIPP,  40,   0,  23,   297.294,  7356.113,     13979
  Annotated, PSIPP,  41,   0,   0,   316.917,  7142.814,         6
Unannotated, PSIPP,  41,   0,   0,   316.917,  7142.814,     13336
  Annotated, PSIPP,  41,   0,   2,   303.412,  6484.172,         5
Unannotated, PSIPP,  41,   0,   2,   303.412,  6484.172,     12509
  Annotated, PSIPP,  41,   0,   3,   297.026,  5769.453,         4
Unannotated, PSIPP,  41,   0,   3,   297.026,  5769.453,     11422
  Annotated, PSIPP,  41,   0,   4,   309.013,  6698.921,         5
Unannotated, PSIPP,  41,   0,   4,   309.013,  6698.921,     12687
  Annotated, PSIPP,  41,   0,   5,   305.418,  5565.084,         4
Unannotated, PSIPP,  41,   0,   5,   305.418,  5565.084,     11541
  Annotated, PSIPP,  41,   0,   6,   304.726,  6331.478,         5
Unannotated, PSIPP,  41,   0,   6,   304.726,  6331.478,     11711
  Annotated, PSIPP,  41,   0,   7,   313.078,  6881.262,         5
Unannotated, PSIPP,  41,   0,   7,   313.078,  6881.262,     13767
  Annotated, PSIPP,  41,   0,   9,   305.905,  6760.928,         6
Unannotated, PSIPP,  41,   0,   9,   305.905,  6760.928,     13158
  Annotated, PSIPP,  41,   0,  11,   267.133,  5921.227,         4
Unannotated, PSIPP,  41,   0,  11,   267.133,  5921.227,     11884
  Annotated, PSIPP,  41,   0,  12,   326.847,  7444.989,         6
Unannotated, PSIPP,  41,   0,  12,   326.847,  7444.989,     14570
  Annotated, PSIPP,  41,   0,  13,   315.636,  7534.312,         6
Unannotated, PSIPP,  41,   0,  13,   315.636,  7534.312,     14445
  Annotated, PSIPP,  41,   0,  15,   285.131,  6592.836,         5
Unannotated, PSIPP,  41,   0,  15,   285.131,  6592.836,     13656
  Annotated, PSIPP,  41,   0,  16,   250.583,  6782.081,         6
Unannotated, PSIPP,  41,   0,  16,   250.583,  6782.081,     12989
  Annotated, PSIPP,  41,   0,  17,   309.175,  7769.455,         6
Unannotated, PSIPP,  41,   0,  17,   309.175,  7769.455,     14266
  Annotated, PSIPP,  41,   0,  18,   283.800,  6596.613,         6
Unannotated, PSIPP,  41,   0,  18,   283.800,  6596.613,     13862
  Annotated, PSIPP,  41,   0,  19,   323.948,  7385.923,         6
Unannotated, PSIPP,  41,   0,  19,   323.948,  7385.923,     14994
  Annotated, PSIPP,  41,   0,  22,   322.781,  5581.615,         4
Unannotated, PSIPP,  41,   0,  22,   322.781,  5581.615,     11513
  Annotated, PSIPP,  41,   0,  23,   297.294,  7520.051,         7
Unannotated, PSIPP,  41,   0,  23,   297.294,  7520.051,     14390
  Annotated, PSIPP,  42,   0,   0,   316.917,  7339.983,         6
Unannotated, PSIPP,  42,   0,   0,   316.917,  7339.983,     13973
  Annotated, PSIPP,  42,   0,   2,   303.412,  6743.806,         5
Unannotated, PSIPP,  42,   0,   2,   303.412,  6743.806,     12937
  Annotated, PSIPP,  42,   0,   3,   297.026,  5904.342,         4
Unannotated, PSIPP,  42,   0,   3,   297.026,  5904.342,     11717
  Annotated, PSIPP,  42,   0,   4,   309.013,  6878.298,         5
Unannotated, PSIPP,  42,   0,   4,   309.013,  6878.298,     13190
  Annotated, PSIPP,  42,   0,   5,   305.418,  5653.362,         4
Unannotated, PSIPP,  42,   0,   5,   305.418,  5653.362,     11940
  Annotated, PSIPP,  42,   0,   6,   304.726,  6427.681,         6
Unannotated, PSIPP,  42,   0,   6,   304.726,  6427.681,     11902
  Annotated, PSIPP,  42,   0,   7,   313.078,  6951.869,         5
Unannotated, PSIPP,  42,   0,   7,   313.078,  6951.869,     14116
  Annotated, PSIPP,  42,   0,   9,   305.905,  6902.669,         6
Unannotated, PSIPP,  42,   0,   9,   305.905,  6902.669,     13544
  Annotated, PSIPP,  42,   0,  11,   303.892,  6225.119,         5
Unannotated, PSIPP,  42,   0,  11,   303.892,  6225.119,     12389
  Annotated, PSIPP,  42,   0,  12,   326.847,  7671.133,         6
Unannotated, PSIPP,  42,   0,  12,   326.847,  7671.133,     14632
  Annotated, PSIPP,  42,   0,  13,   315.636,  7650.845,         6
Unannotated, PSIPP,  42,   0,  13,   315.636,  7650.845,     14881
  Annotated, PSIPP,  42,   0,  15,   285.131,  6777.546,         6
Unannotated, PSIPP,  42,   0,  15,   285.131,  6777.546,     14002
  Annotated, PSIPP,  42,   0,  16,   250.583,  6914.887,         6
Unannotated, PSIPP,  42,   0,  16,   250.583,  6914.887,     13162
  Annotated, PSIPP,  42,   0,  17,   309.175,  7975.666,         6
Unannotated, PSIPP,  42,   0,  17,   309.175,  7975.666,     14564
  Annotated, PSIPP,  42,   0,  18,   283.800,  6809.966,         6
Unannotated, PSIPP,  42,   0,  18,   283.800,  6809.966,     14342
  Annotated, PSIPP,  42,   0,  19,   323.948,  7554.013,         7
Unannotated, PSIPP,  42,   0,  19,   323.948,  7554.013,     15823
  Annotated, PSIPP,  42,   0,  22,   322.781,  5841.458,         4
Unannotated, PSIPP,  42,   0,  22,   322.781,  5841.458,     11718
  Annotated, PSIPP,  42,   0,  23,   297.294,  7590.935,         7
Unannotated, PSIPP,  42,   0,  23,   297.294,  7590.935,     14777
  Annotated, PSIPP,  43,   0,   0,   316.917,  7562.263,         7
Unannotated, PSIPP,  43,   0,   0,   316.917,  7562.263,     14203
  Annotated, PSIPP,  43,   0,   2,   303.412,  6871.369,         5
Unannotated, PSIPP,  43,   0,   2,   303.412,  6871.369,     13395
  Annotated, PSIPP,  43,   0,   3,   297.026,  5968.830,         4
Unannotated, PSIPP,  43,   0,   3,   297.026,  5968.830,     12111
  Annotated, PSIPP,  43,   0,   4,   309.013,  7051.677,         5
Unannotated, PSIPP,  43,   0,   4,   309.013,  7051.677,     13692
  Annotated, PSIPP,  43,   0,   5,   305.418,  5796.771,         4
Unannotated, PSIPP,  43,   0,   5,   305.418,  5796.771,     12036
  Annotated, PSIPP,  43,   0,   6,   304.726,  6584.339,         5
Unannotated, PSIPP,  43,   0,   6,   304.726,  6584.339,     12116
  Annotated, PSIPP,  43,   0,   7,   313.078,  7197.412,         6
Unannotated, PSIPP,  43,   0,   7,   313.078,  7197.412,     14358
  Annotated, PSIPP,  43,   0,   9,   305.905,  7077.418,         6
Unannotated, PSIPP,  43,   0,   9,   305.905,  7077.418,     13669
  Annotated, PSIPP,  43,   0,  11,   303.892,  6302.688,         5
Unannotated, PSIPP,  43,   0,  11,   303.892,  6302.688,     12999
  Annotated, PSIPP,  43,   0,  12,   326.847,  7837.713,         7
Unannotated, PSIPP,  43,   0,  12,   326.847,  7837.713,     15038
  Annotated, PSIPP,  43,   0,  13,   329.876,  7980.721,         7
Unannotated, PSIPP,  43,   0,  13,   329.876,  7980.721,     15146
  Annotated, PSIPP,  43,   0,  15,   285.131,  6998.226,         6
Unannotated, PSIPP,  43,   0,  15,   285.131,  6998.226,     14399
  Annotated, PSIPP,  43,   0,  16,   250.583,  6948.671,         6
Unannotated, PSIPP,  43,   0,  16,   250.583,  6948.671,     13398
  Annotated, PSIPP,  43,   0,  17,   309.175,  8240.390,         7
Unannotated, PSIPP,  43,   0,  17,   309.175,  8240.390,     15025
  Annotated, PSIPP,  43,   0,  18,   283.800,  7067.026,         6
Unannotated, PSIPP,  43,   0,  18,   283.800,  7067.026,     14716
  Annotated, PSIPP,  43,   0,  19,   323.948,  7736.203,         7
Unannotated, PSIPP,  43,   0,  19,   323.948,  7736.203,     15998
  Annotated, PSIPP,  43,   0,  22,   322.781,  5973.735,         4
Unannotated, PSIPP,  43,   0,  22,   322.781,  5973.735,     12306
  Annotated, PSIPP,  43,   0,  23,   297.294,  7828.030,         7
Unannotated, PSIPP,  43,   0,  23,   297.294,  7828.030,     14909
  Annotated, PSIPP,  44,   0,   0,   316.917,  7627.270,         7
Unannotated, PSIPP,  44,   0,   0,   316.917,  7627.270,     14431
  Annotated, PSIPP,  44,   0,   2,   303.412,  7142.728,         6
Unannotated, PSIPP,  44,   0,   2,   303.412,  7142.728,     13795
  Annotated, PSIPP,  44,   0,   3,   297.026,  6213.251,         4
Unannotated, PSIPP,  44,   0,   3,   297.026,  6213.251,     12289
  Annotated, PSIPP,  44,   0,   4,   309.013,  7232.790,         5
Unannotated, PSIPP,  44,   0,   4,   309.013,  7232.790,     13948
  Annotated, PSIPP,  44,   0,   5,   305.418,  5892.576,         4
Unannotated, PSIPP,  44,   0,   5,   305.418,  5892.576,     12332
  Annotated, PSIPP,  44,   0,   6,   304.726,  6884.971,         6
Unannotated, PSIPP,  44,   0,   6,   304.726,  6884.971,     12327
  Annotated, PSIPP,  44,   0,   7,   313.078,  7217.224,         6
Unannotated, PSIPP,  44,   0,   7,   313.078,  7217.224,     14800
  Annotated, PSIPP,  44,   0,   9,   305.905,  7290.424,         6
Unannotated, PSIPP,  44,   0,   9,   305.905,  7290.424,     13894
  Annotated, PSIPP,  44,   0,  11,   303.892,  6354.263,         5
Unannotated, PSIPP,  44,   0,  11,   303.892,  6354.263,     13175
  Annotated, PSIPP,  44,   0,  12,   326.847,  8092.726,         7
Unannotated, PSIPP,  44,   0,  12,   326.847,  8092.726,     15369
  Annotated, PSIPP,  44,   0,  13,   329.876,  8160.886,         7
Unannotated, PSIPP,  44,   0,  13,   329.876,  8160.886,     15725
  Annotated, PSIPP,  44,   0,  15,   342.688,  7340.914,         6
Unannotated, PSIPP,  44,   0,  15,   342.688,  7340.914,     14963
  Annotated, PSIPP,  44,   0,  16,   250.583,  7167.952,         6
Unannotated, PSIPP,  44,   0,  16,   250.583,  7167.952,     13492
  Annotated, PSIPP,  44,   0,  17,   309.175,  8538.529,         7
Unannotated, PSIPP,  44,   0,  17,   309.175,  8538.529,     15451
  Annotated, PSIPP,  44,   0,  18,   283.800,  7235.298,         7
Unannotated, PSIPP,  44,   0,  18,   283.800,  7235.298,     15076
  Annotated, PSIPP,  44,   0,  19,   323.948,  7926.505,         7
Unannotated, PSIPP,  44,   0,  19,   323.948,  7926.505,     16084
  Annotated, PSIPP,  44,   0,  22,   322.781,  6054.550,         4
Unannotated, PSIPP,  44,   0,  22,   322.781,  6054.550,     12455
  Annotated, PSIPP,  44,   0,  23,   297.294,  8092.228,         7
Unannotated, PSIPP,  44,   0,  23,   297.294,  8092.228,     15417
  Annotated, PSIPP,  45,   0,   0,   316.917,  7892.884,         7
Unannotated, PSIPP,  45,   0,   0,   316.917,  7892.884,     14529
  Annotated, PSIPP,  45,   0,   2,   303.412,  7282.503,         6
Unannotated, PSIPP,  45,   0,   2,   303.412,  7282.503,     14041
  Annotated, PSIPP,  45,   0,   3,   297.026,  6460.215,         4
Unannotated, PSIPP,  45,   0,   3,   297.026,  6460.215,     12758
  Annotated, PSIPP,  45,   0,   4,   309.013,  7487.828,         6
Unannotated, PSIPP,  45,   0,   4,   309.013,  7487.828,     14317
  Annotated, PSIPP,  45,   0,   5,   305.418,  6137.217,         5
Unannotated, PSIPP,  45,   0,   5,   305.418,  6137.217,     12485
  Annotated, PSIPP,  45,   0,   6,   304.726,  7086.580,         6
Unannotated, PSIPP,  45,   0,   6,   304.726,  7086.580,     12892
  Annotated, PSIPP,  45,   0,   7,   313.078,  7497.690,         6
Unannotated, PSIPP,  45,   0,   7,   313.078,  7497.690,     14839
  Annotated, PSIPP,  45,   0,   9,   305.905,  7582.367,         6
Unannotated, PSIPP,  45,   0,   9,   305.905,  7582.367,     14254
